"id","policyName","title","description","origin.originName","productUnits","detectedAt","status","type","severity","integration.name","assignedUser","comments","lastUpdateTime"
"5B2509B837","RepositoryBranchProtectionExists","Default repository branch is not protected","Branch protection is not enabled for this repository's default branch.Protecting branches ensures new code changes must go through a controlled merge process and it allows enforcement of code review and other security tests. This issue is raised if the default branch protection is turned off, and in Bitbucket Cloud when the protection of the branch is not restricting push, force-push or delete.","sandbox-legitsecurity/Secrets","['All']","2024-01-05T13:04:57.834Z","Open","Misconfiguration","Medium","sandbox-legitsecurity","None","[]","2024-01-05T13:04:57.834Z"
"CBE66F5F4D","RepositoryDoesNotDefineValidCodeOwners","Repository CODEOWNERS file is not valid","A valid CODEOWNERS file should exist as part of the repository's code. A CODEOWNERS file is used to define individuals or teams that are responsible for the code in a repository. This is also automatically used for code-review permissions - only CODEOWNERS can be approving reviewers. To learn more about CODEOWNERS, go [here](https://docs.github.com/en/repositories/managing-your-repositorys-settings-and-features/customizing-your-repository/about-code-owners).","sandbox-legitsecurity/Secrets","['All']","2024-01-05T13:04:57.834Z","Open","Misconfiguration","Low","sandbox-legitsecurity","None","[]","2024-01-05T13:04:57.834Z"
"69BD371AAD","JenkinsfileNotUsingBuildDiscarder","Build Discarder is not used in Jenkinsfile","Old Jenkins builds can contain problems (secrets due to misconfiguration for example).","sandbox-legitsecurity/Shovel","['All']","2024-01-05T13:05:11.782Z","Open","Pipeline","Medium","sandbox-legitsecurity","None","[]","2024-01-05T13:05:11.782Z"
"09DA95BB26","PublicHighEntropyPassword","Public secret detected: High entropy password","Possible High entropy password was detected in a public repository. Consider it compromised. Make sure to inspect any abuse in the entire time the secret was exposed and revoke it if necessary","sandbox-legitsecurity/terragoat","['All']","2024-01-05T13:05:16.446Z","Open","Secret","High","sandbox-legitsecurity","None","[]","2024-01-05T13:05:16.446Z"
"E430ABF4C7","PublicAwsSecretKey","Public secret detected: AWS Secret key","Possible AWS Secret key was detected in a public repository. Consider it compromised. Make sure to inspect any abuse in the entire time the secret was exposed and revoke it if necessary","sandbox-legitsecurity/terragoat","['All']","2024-01-05T13:05:16.463Z","Open","Secret","Critical","sandbox-legitsecurity","None","[]","2024-01-05T13:05:16.463Z"
"54447A1B28","PublicAwsAccessKey","Public secret detected: AWS access key","Possible AWS access key was detected in a public repository. Consider it compromised. Make sure to inspect any abuse in the entire time the secret was exposed and revoke it if necessary","sandbox-legitsecurity/terragoat","['All']","2024-01-05T13:05:16.444Z","Open","Secret","Critical","sandbox-legitsecurity","None","[]","2024-01-05T13:05:16.444Z"
"C17273633F","PublicHighEntropyPassword","Public secret detected: High entropy password","Possible High entropy password was detected in a public repository. Consider it compromised. Make sure to inspect any abuse in the entire time the secret was exposed and revoke it if necessary","sandbox-legitsecurity/terragoat","['All']","2024-01-05T13:05:16.505Z","Open","Secret","High","sandbox-legitsecurity","None","[]","2024-01-05T13:05:16.505Z"
"58E64D549B","ScriptInjectionInlineScript","Run command vulnerable to command injection","Before the run command executes, the expressions inside ${{ }} are evaluated and then substituted with the resulting values, which can make it vulnerable to shell command injection.","sandbox-legitsecurity/ci-example","['All']","2024-01-05T13:05:17.312Z","Open","Pipeline","High","sandbox-legitsecurity","None","[]","2024-01-05T13:05:17.312Z"
"2FCC52CF0C","DownloadingExternalResource","External resource used - possible supply chain attack","A build action downloads an external resource, which might be susceptible to supply chain attacks. Any 3rd party resource must be verified by checksum, or consumed from local artifact registry. It is critical to review the downloaded artifacts, and ensure proper validations are placed before execution","sandbox-legitsecurity/ci-example","['All']","2024-01-05T13:05:17.312Z","Open","Pipeline","Medium","sandbox-legitsecurity","None","[]","2024-01-05T13:05:17.312Z"
"1AC8FBB390","UsingExternalMutableImage","Build action using an external mutable image - vulnerable to pipeline takeover","Your pipeline contains a job that references an image that might be changed externally and susceptible to supply chain attacks. Any new changes to the image are automatically executed and can lead to a malicious actor taking over the pipeline. To safely reference the remote job - use a commit SHA notation. You may choose to ignore this issue and still link to the version in case you trust the providing vendor and want to dynamically get new versions.","sandbox-legitsecurity/terragoat","['All']","2024-01-05T13:05:18.115Z","Open","Pipeline","Medium","sandbox-legitsecurity","None","[]","2024-01-05T13:05:18.115Z"
"176C70999B","UsingExternalNonVersionedMutableImage","Build action using an external non versioned mutable image - vulnerable to pipeline takeover","Your pipeline contains a job that references an image that might be changed externally and susceptible to supply chain attacks. Any new changes to the image are automatically executed and can lead to a malicious actor taking over the pipeline. Additionally, If you don't specify a version, it could break your workflows or cause unexpected behavior when the action owner publishes an update. To safely reference the remote job - use a commit SHA notation. You may choose to ignore this issue and still link to the ‘latest’ version in case you trust the providing vendor and want to dynamically get new versions.","sandbox-legitsecurity/terragoat","['All']","2024-01-05T13:05:18.114Z","Open","Pipeline","High","sandbox-legitsecurity","None","[]","2024-01-05T13:05:18.114Z"
"8993DD0A49","UsingExternalNonVersionedMutableImage","Build action using an external non versioned mutable image - vulnerable to pipeline takeover","Your pipeline contains a job that references an image that might be changed externally and susceptible to supply chain attacks. Any new changes to the image are automatically executed and can lead to a malicious actor taking over the pipeline. Additionally, If you don't specify a version, it could break your workflows or cause unexpected behavior when the action owner publishes an update. To safely reference the remote job - use a commit SHA notation. You may choose to ignore this issue and still link to the ‘latest’ version in case you trust the providing vendor and want to dynamically get new versions.","sandbox-legitsecurity/terragoat","['All']","2024-01-05T13:05:18.115Z","Open","Pipeline","High","sandbox-legitsecurity","None","[]","2024-01-05T13:05:18.115Z"
"75424DB2FF","UsingExternalMutableImage","Build action using an external mutable image - vulnerable to pipeline takeover","Your pipeline contains a job that references an image that might be changed externally and susceptible to supply chain attacks. Any new changes to the image are automatically executed and can lead to a malicious actor taking over the pipeline. To safely reference the remote job - use a commit SHA notation. You may choose to ignore this issue and still link to the version in case you trust the providing vendor and want to dynamically get new versions.","sandbox-legitsecurity/terragoat","['All']","2024-01-05T13:05:18.114Z","Open","Pipeline","Medium","sandbox-legitsecurity","None","[]","2024-01-05T13:05:18.114Z"
"DFBE48A0E8","UsingExternalMutableImage","Build action using an external mutable image - vulnerable to pipeline takeover","Your pipeline contains a job that references an image that might be changed externally and susceptible to supply chain attacks. Any new changes to the image are automatically executed and can lead to a malicious actor taking over the pipeline. To safely reference the remote job - use a commit SHA notation. You may choose to ignore this issue and still link to the version in case you trust the providing vendor and want to dynamically get new versions.","sandbox-legitsecurity/terragoat","['All']","2024-01-05T13:05:18.115Z","Open","Pipeline","Medium","sandbox-legitsecurity","None","[]","2024-01-05T13:05:18.115Z"
"D12C8A6039","UsingExternalMutableImage","Build action using an external mutable image - vulnerable to pipeline takeover","Your pipeline contains a job that references an image that might be changed externally and susceptible to supply chain attacks. Any new changes to the image are automatically executed and can lead to a malicious actor taking over the pipeline. To safely reference the remote job - use a commit SHA notation. You may choose to ignore this issue and still link to the version in case you trust the providing vendor and want to dynamically get new versions.","sandbox-legitsecurity/terragoat","['All']","2024-01-05T13:05:18.114Z","Open","Pipeline","Medium","sandbox-legitsecurity","None","[]","2024-01-05T13:05:18.114Z"
"3132E55656","UsingExternalMutableImage","Build action using an external mutable image - vulnerable to pipeline takeover","Your pipeline contains a job that references an image that might be changed externally and susceptible to supply chain attacks. Any new changes to the image are automatically executed and can lead to a malicious actor taking over the pipeline. To safely reference the remote job - use a commit SHA notation. You may choose to ignore this issue and still link to the version in case you trust the providing vendor and want to dynamically get new versions.","sandbox-legitsecurity/terragoat","['All']","2024-01-05T13:05:18.114Z","Open","Pipeline","Medium","sandbox-legitsecurity","None","[]","2024-01-05T13:05:18.114Z"
"F7333D231D","FacebookSecretKey","Secret detected: Facebook secret key","Possible Facebook secret key was detected in your repository. Make sure to review it and revoke if necessary.","sandbox-legitsecurity/Secrets","['All']","2024-01-05T13:05:19.009Z","Open","Secret","High","sandbox-legitsecurity","None","[]","2024-01-05T13:05:19.009Z"
"5F631EC0D6","FacebookSecretKey","Secret detected: Facebook secret key","Possible Facebook secret key was detected in your repository. Make sure to review it and revoke if necessary.","sandbox-legitsecurity/Secrets","['All']","2024-01-05T13:05:19.148Z","Open","Secret","High","sandbox-legitsecurity","None","[]","2024-01-05T13:05:19.148Z"
"45C99F3299","AwsSecretKey","Secret detected: AWS Secret key","Possible AWS Secret key was detected in your repository. Make sure to review it and revoke if necessary.","sandbox-legitsecurity/Secrets","['All']","2024-01-05T13:05:18.99Z","Open","Secret","High","sandbox-legitsecurity","None","[]","2024-01-05T13:05:18.99Z"
"09B8C505EF","GenericPassword","Secret detected: Generic password","Possible Generic password was detected in your repository. Make sure to review it and revoke if necessary.","sandbox-legitsecurity/Secrets","['All']","2024-01-05T13:05:19.079Z","Open","Secret","Low","sandbox-legitsecurity","None","[]","2024-01-05T13:05:19.079Z"
"487B2A8DE3","GenericApiKey","Secret detected: Generic API","Possible Generic API was detected in your repository. Make sure to review it and revoke if necessary.","sandbox-legitsecurity/Secrets","['All']","2024-01-05T13:05:18.935Z","Open","Secret","Low","sandbox-legitsecurity","None","[]","2024-01-05T13:05:18.935Z"
"2DA0978421","GoogleApiKey","Secret detected: Google API Key","Possible Google API Key was detected in your repository. Make sure to review it and revoke if necessary.","sandbox-legitsecurity/Secrets","['All']","2024-01-05T13:05:19.116Z","Open","Secret","High","sandbox-legitsecurity","None","[]","2024-01-05T13:05:19.116Z"
"CBB8C1ABA6","GenericApiKey","Secret detected: Generic API","Possible Generic API was detected in your repository. Make sure to review it and revoke if necessary.","sandbox-legitsecurity/Secrets","['All']","2024-01-05T13:05:19.041Z","Open","Secret","Low","sandbox-legitsecurity","None","[]","2024-01-05T13:05:19.041Z"
"AD186C1063","UsingExternalMutableImage","Build action using an external mutable image - vulnerable to pipeline takeover","Your pipeline contains a job that references an image that might be changed externally and susceptible to supply chain attacks. Any new changes to the image are automatically executed and can lead to a malicious actor taking over the pipeline. To safely reference the remote job - use a commit SHA notation. You may choose to ignore this issue and still link to the version in case you trust the providing vendor and want to dynamically get new versions.","sandbox-legitsecurity/NodeGoat","['All']","2024-01-05T13:05:19.985Z","Open","Pipeline","Medium","sandbox-legitsecurity","None","[]","2024-01-05T13:05:19.985Z"
"D4BDF6D7C4","UsingExternalMutableImage","Build action using an external mutable image - vulnerable to pipeline takeover","Your pipeline contains a job that references an image that might be changed externally and susceptible to supply chain attacks. Any new changes to the image are automatically executed and can lead to a malicious actor taking over the pipeline. To safely reference the remote job - use a commit SHA notation. You may choose to ignore this issue and still link to the version in case you trust the providing vendor and want to dynamically get new versions.","sandbox-legitsecurity/NodeGoat","['All']","2024-01-05T13:05:19.985Z","Open","Pipeline","Medium","sandbox-legitsecurity","None","[]","2024-01-05T13:05:19.985Z"
"808B82C123","UsingExternalMutableImage","Build action using an external mutable image - vulnerable to pipeline takeover","Your pipeline contains a job that references an image that might be changed externally and susceptible to supply chain attacks. Any new changes to the image are automatically executed and can lead to a malicious actor taking over the pipeline. To safely reference the remote job - use a commit SHA notation. You may choose to ignore this issue and still link to the version in case you trust the providing vendor and want to dynamically get new versions.","sandbox-legitsecurity/NodeGoat","['All']","2024-01-05T13:05:19.985Z","Open","Pipeline","Medium","sandbox-legitsecurity","None","[]","2024-01-05T13:05:19.985Z"
"96ED819E9A","AwsSecretKey","Secret detected: AWS Secret key","Possible AWS Secret key was detected in your repository. Make sure to review it and revoke if necessary.","sandbox-legitsecurity/Secrets","['All']","2024-01-05T13:05:18.953Z","Open","Secret","High","sandbox-legitsecurity","None","[]","2024-01-05T13:05:18.953Z"
"CE7469EB15","FacebookAccessToken","Secret detected: Facebook Access Token","Possible Facebook Access Token was detected in your repository. Make sure to review it and revoke if necessary.","sandbox-legitsecurity/Secrets","['All']","2024-01-05T13:05:19.098Z","Open","Secret","Medium","sandbox-legitsecurity","None","[]","2024-01-05T13:05:19.098Z"
"3C4F06BB7F","GenericApiKey","Secret detected: Generic API","Possible Generic API was detected in your repository. Make sure to review it and revoke if necessary.","sandbox-legitsecurity/Secrets","['All']","2024-01-05T13:05:19.184Z","Open","Secret","Low","sandbox-legitsecurity","None","[]","2024-01-05T13:05:19.184Z"
"D21D6619A5","GenericApiKey","Secret detected: Generic API","Possible Generic API was detected in your repository. Make sure to review it and revoke if necessary.","sandbox-legitsecurity/Secrets","['All']","2024-01-05T13:05:19.025Z","Open","Secret","Low","sandbox-legitsecurity","None","[]","2024-01-05T13:05:19.025Z"
"BD7861C384","FacebookSecretKey","Secret detected: Facebook secret key","Possible Facebook secret key was detected in your repository. Make sure to review it and revoke if necessary.","sandbox-legitsecurity/Secrets","['All']","2024-01-05T13:05:18.989Z","Open","Secret","High","sandbox-legitsecurity","None","[]","2024-01-05T13:05:18.989Z"
"446DD83F7C","PasswordInUrl","Secret detected: password in URL","Possible password in URL was detected in your repository. Make sure to review it and revoke if necessary.","sandbox-legitsecurity/Secrets","['All']","2024-01-05T13:05:19.133Z","Open","Secret","Medium","sandbox-legitsecurity","None","[]","2024-01-05T13:05:19.133Z"
"755A1A1556","GenericApiKey","Secret detected: Generic API","Possible Generic API was detected in your repository. Make sure to review it and revoke if necessary.","sandbox-legitsecurity/Secrets","['All']","2024-01-05T13:05:19.057Z","Open","Secret","Low","sandbox-legitsecurity","None","[]","2024-01-05T13:05:19.057Z"
"4F92F23A2E","UsingExternalNonVersionedMutableImage","Build action using an external non versioned mutable image - vulnerable to pipeline takeover","Your pipeline contains a job that references an image that might be changed externally and susceptible to supply chain attacks. Any new changes to the image are automatically executed and can lead to a malicious actor taking over the pipeline. Additionally, If you don't specify a version, it could break your workflows or cause unexpected behavior when the action owner publishes an update. To safely reference the remote job - use a commit SHA notation. You may choose to ignore this issue and still link to the ‘latest’ version in case you trust the providing vendor and want to dynamically get new versions.","sandbox-legitsecurity/packages-demo","['All']","2024-01-05T13:05:20.772Z","Open","Pipeline","High","sandbox-legitsecurity","None","[]","2024-01-05T13:05:20.772Z"
"41CD116749","DownloadingExternalResource","External resource used - possible supply chain attack","A build action downloads an external resource, which might be susceptible to supply chain attacks. Any 3rd party resource must be verified by checksum, or consumed from local artifact registry. It is critical to review the downloaded artifacts, and ensure proper validations are placed before execution","sandbox-legitsecurity/packages-demo","['All']","2024-01-05T13:05:20.772Z","Open","Pipeline","Medium","sandbox-legitsecurity","None","[]","2024-01-05T13:05:20.772Z"
"D11A710438","EnsureAUserForTheContainerHasBeenCreated","Ensure that a user for the container has been created","Containers should run as a non-root user. It is good practice to run the container as a non-root user, where possible. This can be done either via the USER directive in the Dockerfile or through gosu or similar where used as part of the CMD or ENTRYPOINT directives.","sandbox-legitsecurity/ci-example","['All']","2024-01-05T13:05:20.819Z","Open","IaC","Low","sandbox-legitsecurity","None","[]","2024-01-05T13:05:20.819Z"
"82AE00EEC4","EnsureCopyIsUsedInsteadOfAddInDockerfiles","Ensure that COPY is used instead of ADD in Dockerfiles","The Copy instruction simply copies files from the local host machine to the container file system. The Add instruction could potentially retrieve files from remote URLs and perform operations such as unpacking them. The Add instruction therefore introduces security risks. For example, malicious files may be directly accessed from URLs without scanning, or there may be vulnerabilities associated with decompressing them We recommend you to use the Copy instruction instead of the Add instruction in the Dockerfile.","sandbox-legitsecurity/ci-example","['All']","2024-01-05T13:05:20.821Z","Open","IaC","Low","sandbox-legitsecurity","None","[]","2024-01-05T13:05:20.821Z"
"568E626482","EnsureThatLabelMaintainerIsUsedInsteadOfMaintainerDeprecated","Ensure that LABEL maintainer is used instead of MAINTAINER (deprecated)","The LABEL instruction is much more flexible and recommended to replace the MAINTAINER (deprecated) instruction in a Dockerfile.","sandbox-legitsecurity/ci-example","['All']","2024-01-05T13:05:20.834Z","Open","IaC","Low","sandbox-legitsecurity","None","[]","2024-01-05T13:05:20.834Z"
"5828FCA03C","EnsureHealthcheckInstructionsHaveBeenAddedToContainerImages","Ensure that HEALTHCHECK instructions have been added to container images","We recommend that you add the HEALTHCHECK instruction to your Docker container images  to ensure that health checks are executed against running containers. An important security control is that of availability. Adding the HEALTHCHECK instruction to your container image ensures that the Docker engine periodically checks the running container instances against that instruction to ensure that containers are still operational. Based on the results of the health check, the Docker engine could terminate containers which are not responding correctly, and instantiate new ones.","sandbox-legitsecurity/ci-example","['All']","2024-01-05T13:05:20.828Z","Open","IaC","Low","sandbox-legitsecurity","None","[]","2024-01-05T13:05:20.828Z"
"AF9E62326D","EnsureAUserForTheContainerHasBeenCreated","Ensure that a user for the container has been created","Containers should run as a non-root user. It is good practice to run the container as a non-root user, where possible. This can be done either via the USER directive in the Dockerfile or through gosu or similar where used as part of the CMD or ENTRYPOINT directives.","sandbox-legitsecurity/packages-demo","['All']","2024-01-05T13:05:22.39Z","Open","IaC","Low","sandbox-legitsecurity","None","[]","2024-01-05T13:05:22.39Z"
"51C243B2DC","EnsureHealthcheckInstructionsHaveBeenAddedToContainerImages","Ensure that HEALTHCHECK instructions have been added to container images","We recommend that you add the HEALTHCHECK instruction to your Docker container images  to ensure that health checks are executed against running containers. An important security control is that of availability. Adding the HEALTHCHECK instruction to your container image ensures that the Docker engine periodically checks the running container instances against that instruction to ensure that containers are still operational. Based on the results of the health check, the Docker engine could terminate containers which are not responding correctly, and instantiate new ones.","sandbox-legitsecurity/packages-demo","['All']","2024-01-05T13:05:22.391Z","Open","IaC","Low","sandbox-legitsecurity","None","[]","2024-01-05T13:05:22.391Z"
"4490C9D89C","EnsureHealthcheckInstructionsHaveBeenAddedToContainerImages","Ensure that HEALTHCHECK instructions have been added to container images","We recommend that you add the HEALTHCHECK instruction to your Docker container images  to ensure that health checks are executed against running containers. An important security control is that of availability. Adding the HEALTHCHECK instruction to your container image ensures that the Docker engine periodically checks the running container instances against that instruction to ensure that containers are still operational. Based on the results of the health check, the Docker engine could terminate containers which are not responding correctly, and instantiate new ones.","sandbox-legitsecurity/packages-demo","['All']","2024-01-05T13:05:22.39Z","Open","IaC","Low","sandbox-legitsecurity","None","[]","2024-01-05T13:05:22.39Z"
"80BC7A2434","EnsureAUserForTheContainerHasBeenCreated","Ensure that a user for the container has been created","Containers should run as a non-root user. It is good practice to run the container as a non-root user, where possible. This can be done either via the USER directive in the Dockerfile or through gosu or similar where used as part of the CMD or ENTRYPOINT directives.","sandbox-legitsecurity/packages-demo","['All']","2024-01-05T13:05:22.398Z","Open","IaC","Low","sandbox-legitsecurity","None","[]","2024-01-05T13:05:22.398Z"
"659BB469D5","EnsureTheBaseImageUsesANonLatestVersionTag","Ensure the base image uses a non latest version tag","When possible, it is recommended to pin the version for the base image in your Dockerfiles. There are a number of potential issues that may be caused when using the latest tag. Since latest is the default tag when a tag is not specified, it does not automatically refer to the latest version of the image. This can lead to the use of outdated images and in the case of production deployments, using a dynamic version can cause unexpected behavior and difficulty in determining which version is being currently used. It is best practice to be specific as possible about what is running to make operations predictable and reliable","sandbox-legitsecurity/packages-demo","['All']","2024-01-05T13:05:22.391Z","Open","IaC","Low","sandbox-legitsecurity","None","[]","2024-01-05T13:05:22.391Z"
"40526B0D0D","EnsureHealthcheckInstructionsHaveBeenAddedToContainerImages","Ensure that HEALTHCHECK instructions have been added to container images","We recommend that you add the HEALTHCHECK instruction to your Docker container images  to ensure that health checks are executed against running containers. An important security control is that of availability. Adding the HEALTHCHECK instruction to your container image ensures that the Docker engine periodically checks the running container instances against that instruction to ensure that containers are still operational. Based on the results of the health check, the Docker engine could terminate containers which are not responding correctly, and instantiate new ones.","sandbox-legitsecurity/packages-demo","['All']","2024-01-05T13:05:22.391Z","Open","IaC","Low","sandbox-legitsecurity","None","[]","2024-01-05T13:05:22.391Z"
"B3A19030CE","EnsureAUserForTheContainerHasBeenCreated","Ensure that a user for the container has been created","Containers should run as a non-root user. It is good practice to run the container as a non-root user, where possible. This can be done either via the USER directive in the Dockerfile or through gosu or similar where used as part of the CMD or ENTRYPOINT directives.","sandbox-legitsecurity/packages-demo","['All']","2024-01-05T13:05:22.39Z","Open","IaC","Low","sandbox-legitsecurity","None","[]","2024-01-05T13:05:22.39Z"
"69A969DBCE","EnsureHealthcheckInstructionsHaveBeenAddedToContainerImages","Ensure that HEALTHCHECK instructions have been added to container images","We recommend that you add the HEALTHCHECK instruction to your Docker container images  to ensure that health checks are executed against running containers. An important security control is that of availability. Adding the HEALTHCHECK instruction to your container image ensures that the Docker engine periodically checks the running container instances against that instruction to ensure that containers are still operational. Based on the results of the health check, the Docker engine could terminate containers which are not responding correctly, and instantiate new ones.","sandbox-legitsecurity/packages-demo","['All']","2024-01-05T13:05:22.391Z","Open","IaC","Low","sandbox-legitsecurity","None","[]","2024-01-05T13:05:22.391Z"
"74D8D305B3","EnsureAUserForTheContainerHasBeenCreated","Ensure that a user for the container has been created","Containers should run as a non-root user. It is good practice to run the container as a non-root user, where possible. This can be done either via the USER directive in the Dockerfile or through gosu or similar where used as part of the CMD or ENTRYPOINT directives.","sandbox-legitsecurity/packages-demo","['All']","2024-01-05T13:05:22.391Z","Open","IaC","Low","sandbox-legitsecurity","None","[]","2024-01-05T13:05:22.391Z"
"8309C9C3B4","EnsureHealthcheckInstructionsHaveBeenAddedToContainerImages","Ensure that HEALTHCHECK instructions have been added to container images","We recommend that you add the HEALTHCHECK instruction to your Docker container images  to ensure that health checks are executed against running containers. An important security control is that of availability. Adding the HEALTHCHECK instruction to your container image ensures that the Docker engine periodically checks the running container instances against that instruction to ensure that containers are still operational. Based on the results of the health check, the Docker engine could terminate containers which are not responding correctly, and instantiate new ones.","sandbox-legitsecurity/packages-demo","['All']","2024-01-05T13:05:22.39Z","Open","IaC","Low","sandbox-legitsecurity","None","[]","2024-01-05T13:05:22.39Z"
"90AAED99D0","EnsureAUserForTheContainerHasBeenCreated","Ensure that a user for the container has been created","Containers should run as a non-root user. It is good practice to run the container as a non-root user, where possible. This can be done either via the USER directive in the Dockerfile or through gosu or similar where used as part of the CMD or ENTRYPOINT directives.","sandbox-legitsecurity/packages-demo","['All']","2024-01-05T13:05:22.392Z","Open","IaC","Low","sandbox-legitsecurity","None","[]","2024-01-05T13:05:22.392Z"
"2DDC0ECF32","PublicPasswordInUrl","Public secret detected: password in URL","Possible password in URL was detected in a public repository. Consider it compromised. Make sure to inspect any abuse in the entire time the secret was exposed and revoke it if necessary","sandbox-legitsecurity/NodeGoat","['All']","2024-01-05T13:05:23.539Z","Open","Secret","Critical","sandbox-legitsecurity","None","[]","2024-01-05T13:05:23.539Z"
"19B007D8A9","PublicPasswordInUrl","Public secret detected: password in URL","Possible password in URL was detected in a public repository. Consider it compromised. Make sure to inspect any abuse in the entire time the secret was exposed and revoke it if necessary","sandbox-legitsecurity/NodeGoat","['All']","2024-01-05T13:05:23.471Z","Open","Secret","Critical","sandbox-legitsecurity","None","[]","2024-01-05T13:05:23.471Z"
"0E9F848CEE","EnsureEverySecurityGroupRuleHasADescription","Ensure every security groups rule has a description","Descriptions can be up to 255 characters long and can be set and viewed from the AWS Management Console, AWS Command Line Interface (CLI), and the AWS APIs. We recommend you add descriptive text to each of your Security Group Rules clarifying each rule's goals, this helps prevent developer errors.","sandbox-legitsecurity/terragoat","['All']","2024-01-05T13:05:21.622Z","Open","IaC","Low","sandbox-legitsecurity","None","[]","2024-01-05T13:05:21.622Z"
"719DBEFF5D","EnsureEverySecurityGroupRuleHasADescription","Ensure every security groups rule has a description","Descriptions can be up to 255 characters long and can be set and viewed from the AWS Management Console, AWS Command Line Interface (CLI), and the AWS APIs. We recommend you add descriptive text to each of your Security Group Rules clarifying each rule's goals, this helps prevent developer errors.","sandbox-legitsecurity/terragoat","['All']","2024-01-05T13:05:21.584Z","Open","IaC","Low","sandbox-legitsecurity","None","[]","2024-01-05T13:05:21.584Z"
"C40F574437","EnsureEverySecurityGroupRuleHasADescription","Ensure every security groups rule has a description","Descriptions can be up to 255 characters long and can be set and viewed from the AWS Management Console, AWS Command Line Interface (CLI), and the AWS APIs. We recommend you add descriptive text to each of your Security Group Rules clarifying each rule's goals, this helps prevent developer errors.","sandbox-legitsecurity/terragoat","['All']","2024-01-05T13:05:21.599Z","Open","IaC","Low","sandbox-legitsecurity","None","[]","2024-01-05T13:05:21.599Z"
"2D87D3BF7A","EnsureAwsRdsDbClusterEncryptionIsEnabled","Ensure all data stored in the RDS is securely encrypted at rest","AWS RDS is a managed DB service enabling quick deployment and management of MySQL, MariaDB, PostgreSQL, Oracle, and Microsoft SQL Server DB engines. Native RDS encryption helps protect your cloud applications and fulfils compliance requirements for data-at-rest encryption.","sandbox-legitsecurity/terragoat","['All']","2024-01-05T13:05:21.58Z","Open","IaC","High","sandbox-legitsecurity","None","[]","2024-01-05T13:05:21.58Z"
"949F75F8F2","EnsureRdsDatabaseHasIamAuthenticationEnabled","Ensure RDS database has IAM authentication enabled","IAM authentication uses AWS Identity and Access Management (IAM) to authenticate users and applications that connect to your RDS database. This can be more secure than traditional password-based authentication, as it allows you to use IAM policies and multi-factor authentication to control access to your database.","sandbox-legitsecurity/terragoat","['All']","2024-01-05T13:05:21.601Z","Open","IaC","Medium","sandbox-legitsecurity","None","[]","2024-01-05T13:05:21.601Z"
"5C8D74F6F5","EnsureEnhancedMonitoringForAmazonRdsInstancesIsEnabled","Ensure that enhanced monitoring is enabled for Amazon RDS instances","Enabling enhanced monitoring for Amazon RDS instances can provide you with additional visibility into the performance and health of your database instances. With enhanced monitoring, you can retrieve real-time performance metrics for your RDS instances at intervals of 1 second, rather than the standard interval of 60 seconds. This can be particularly useful for troubleshooting performance issues, identifying trends in resource utilization, and detecting potential issues before they become problems.","sandbox-legitsecurity/terragoat","['All']","2024-01-05T13:05:21.628Z","Open","IaC","Low","sandbox-legitsecurity","None","[]","2024-01-05T13:05:21.628Z"
"9BF9F4AC37","PublicAsymmetricPrivateKey","Public secret detected: Asymmetric private key","Possible Asymmetric private key was detected in a public repository. Consider it compromised. Make sure to inspect any abuse in the entire time the secret was exposed and revoke it if necessary","sandbox-legitsecurity/NodeGoat","['All']","2024-01-05T13:05:23.824Z","Open","Secret","Critical","sandbox-legitsecurity","None","[]","2024-01-05T13:05:23.824Z"
"C33C22D21E","EnsureAwsRdsDatabaseInstanceIsNotPubliclyAccessible","Ensure all data stored in RDS is not publicly accessible","Ensure that all your public AWS Application Load Balancer are integrated with the Web Application Firewall (AWS WAF) service to protect against application-layer attacks. An Application Load Balancer functions at the application layer, the seventh layer of the Open Systems Interconnection (OSI) model. After the load balancer receives a request, it evaluates the listener rules in priority order to determine which rule to apply, and then selects a target from the target group for the rule action. You can configure listener rules to route requests to different target groups based on the content of the application traffic. Routing is performed independently for each target group, even when a target is registered with multiple target groups.","sandbox-legitsecurity/terragoat","['All']","2024-01-05T13:05:21.628Z","Open","IaC","Medium","sandbox-legitsecurity","None","[]","2024-01-05T13:05:21.628Z"
"D7D97DA3B8","EnsureRdsInstancesHaveBackupPolicy","Ensure that RDS instances has backup policy","This check examines the attribute backup_retention_period this should have a value 1-35, and checks if its set to 0 which would disable the backup. This check is currently under review and maybe suppressed in future releases.","sandbox-legitsecurity/terragoat","['All']","2024-01-05T13:05:21.647Z","Open","IaC","Medium","sandbox-legitsecurity","None","[]","2024-01-05T13:05:21.647Z"
"56FFDB30B9","EnsureRespectiveLogsOfAmazonRdsAreEnabled","Ensure that respective logs of Amazon Relational Database Service (Amazon RDS) are enabled","Use CloudWatch logging types for Amazon Relational Database Service (Amazon RDS)  instances","sandbox-legitsecurity/terragoat","['All']","2024-01-05T13:05:21.6Z","Open","IaC","Low","sandbox-legitsecurity","None","[]","2024-01-05T13:05:21.6Z"
